"geneNames.as.numeric.rownames.res1..1.l1...","res1.adj.P.Val.1.l1."
"AMY2B",5.41857062915846e-20
"--obsolete",5.42928840032102e-20
"Celera Transcript hCT1971292.1",5.45494135322246e-20
"GPRASP1",5.47945979725218e-20
"EPOR",5.50253597189279e-20
"CDK13",5.52188258444322e-20
"Celera Transcript hCT1768626.2",5.52612140497577e-20
"PPTC7",5.56697704883099e-20
"193261",5.57333332133156e-20
"Celera Transcript hCT2347604",5.64652149312487e-20
"Celera hCG27878.3,Celera hCG23550.3,Celera hCG2020168,Celera hCG2002898.1",5.71560854231411e-20
"Celera Transcript hCT2276524",5.72132165916463e-20
"Celera Transcript hCT2264154",5.73445900791382e-20
"HID1",5.7893187729034e-20
"Celera Transcript hCT2346867",5.94951866136772e-20
"AP5S1",5.95025489186572e-20
"Celera Transcript hCT1813809.1",5.97951397568972e-20
"N4BP2L2",5.99054586175098e-20
"HOXB7",5.99656908537324e-20
"ATP11A",6.12129147216117e-20
"MDFI",6.15003227231367e-20
"Celera Transcript hCT2346019",6.25881125121953e-20
"Celera hCG1648236.3",6.28049794121649e-20
"DOCK5",6.30932072100246e-20
"MBOAT2",6.31579691773465e-20
"SCML4",6.32892417493253e-20
"371247_rc",6.37334556615105e-20
"HCRTR1",6.39872741687702e-20
"--obsolete",6.40668558733408e-20
"ACTG2",6.42226035427112e-20
"SLC25A37",6.42744994821167e-20
"SMARCD3",6.47964574969021e-20
"EPPK1",6.51148527069809e-20
"Celera Transcript hCT2346801",6.51475392336798e-20
"JAML",6.56971982305682e-20
"S100A7",6.59167582659153e-20
"Celera Transcript hCT2316535",6.62249914699213e-20
"Celera Transcript hCT2343519",6.72116058324466e-20
"CELSR1",6.76365262748618e-20
"Celera Transcript hCT1645626.3,Celera Transcript hCT2357708",6.82761659002664e-20
"Celera hCG1779871.4",6.85831064841029e-20
"KIAA1033",6.87041693517402e-20
"VPREB3",6.95176247963008e-20
"STARD4",7.14048072277703e-20
"Celera Transcript hCT2317777",7.16253236122604e-20
"Celera Transcript hCT1958013.2,Celera Transcript hCT2340330",7.20695950922089e-20
"METTL7A",7.21767680110633e-20
"Celera Transcript hCT2355998,Celera Transcript hCT2266028.1",7.24115327062129e-20
"LNX1",7.32398865236785e-20
"GSTM2",7.50156563063929e-20
"FGFR3",7.55317812445882e-20
"Celera Transcript hCT2273090.1",7.6305990217292e-20
"INPP4B",7.74083034360773e-20
"PRDM1",7.75828968946847e-20
"206191",7.832426408518e-20
"Celera Transcript hCT1828372.1",7.86232004595418e-20
"EDN1",7.87868685160799e-20
"Celera Transcript hCT11126.2",7.89390714318798e-20
"CHST5",7.94399566630432e-20
"KIF13A",7.9928482522242e-20
"REPS2",8.00035440279276e-20
"CLCN2",8.01201967788326e-20
"Celera Transcript hCT2342946",8.03344758767232e-20
"892161",8.09526723693942e-20
"ARHGAP10",8.12731925636279e-20
"Celera Transcript hCT2342816",8.13008326990505e-20
"CHP1",8.16718002760901e-20
"ERCC6L",8.32275311638021e-20
"Celera Transcript hCT1686854.2",8.41133667156921e-20
"Celera Transcript hCT2347125",8.5245736598786e-20
"LIME1",8.6176840172512e-20
"OR8J3",8.85855463633681e-20
"Celera Transcript hCT2305805",8.91604304122631e-20
"Celera Transcript hCT15838.3",8.93415002523353e-20
"SLC5A10",8.9902819375388e-20
"Celera hCG1811143.4",9.17737761210016e-20
"SPG7",9.30384301877571e-20
"INHBB",9.31140660223236e-20
"ENO2",9.37288759870951e-20
"MMP1",9.37288759870951e-20
"216615",9.39937477199439e-20
"SLC35D3",9.48950419952298e-20
"Celera Transcript hCT2320053,Celera Transcript hCT2320055,Celera Transcript hCT2320052",8.60297561947788e-20
"KLK15",9.59756677782454e-20
"CDC42BPA",9.60306624042723e-20
"BRICD5",9.66387413029633e-20
"SVIL",9.66909820708544e-20
"CD1D",9.66909820708544e-20
"Celera Transcript hCT2346212",8.83768307190919e-20
"Celera Transcript hCT2346456",9.86775725868238e-20
"FANCA",9.88398240438552e-20
"DUSP5",9.94842903089113e-20
"Celera Transcript hCT1955624.1",9.99512966564809e-20
"DAZ4",1.00359271574473e-19
"NOTCH1",1.01077533474043e-19
"IL4I1",1.01659264298973e-19
"GDPD5",1.01801538651925e-19
"RAI1",1.02112136939754e-19
"HMGN5",1.02425443090237e-19
"CLIC2",1.02805810185229e-19
"TAGAP",1.02878895983667e-19
"TNIK",1.03271810326636e-19
"Celera Transcript hCT1959925.2,Celera Transcript hCT2348535",1.03561387249967e-19
"Celera Transcript hCT2283124,Celera Transcript hCT1811840.2",1.03662613390717e-19
"FKBP1B",1.04055524903677e-19
"CEP350",1.0450273745556e-19
"SBSN",1.05351897012757e-19
"ANTXR2",1.05957254082084e-19
"Celera Transcript hCT2257599",1.06471586003062e-19
"PTPN21",1.06580807791813e-19
"Celera Transcript hCT1812247.1,Celera Transcript hCT2356110",1.06737011118736e-19
"FOLR2",1.07699795045691e-19
"Celera Transcript hCT2342497",1.08343473482648e-19
"Celera Transcript hCT2341343",1.08530024094595e-19
"B3GALNT2",1.08685579880999e-19
"RPS6KA1",1.08922838071683e-19
"THBS3",1.09630066939481e-19
"Celera Transcript hCT2346765",1.09967590440649e-19
"MOGAT3",1.11006639695058e-19
"PRSS33",1.1131352936703e-19
"RAP1GAP2",1.11971777607349e-19
"Celera Transcript hCT1959651.1",1.12741531440138e-19
"Celera Transcript hCT2282017,Celera Transcript hCT2282018",1.12948461059653e-19
"LMF1",1.14627585441477e-19
"NAT8",1.14720748604244e-19
"--obsolete",1.14994249271483e-19
"KIFC3",1.15127448219524e-19
"Celera Transcript hCT2269706.1",1.16006231184615e-19
"LILRB3",1.17460436746679e-19
"KHDRBS3",1.18844520573186e-19
"Celera Transcript hCT2319888",1.19827094036703e-19
"157896",1.21065652675876e-19
"ZNF598",1.22113338770653e-19
"Celera Transcript hCT2348684,Celera Transcript hCT2348685,Celera Transcript hCT1971842.2",1.22192025144066e-19
"FUT10",1.22505019106443e-19
"IKBKE",1.23459098506133e-19
"Celera Transcript hCT21387.3",1.23640713089087e-19
"APOBR",1.24499794035348e-19
"Celera Transcript hCT1654576.3",1.26515145259134e-19
"Celera Transcript hCT1963518.1",1.26686635862846e-19
"Celera Transcript hCT2345908",1.27016417286191e-19
"Celera Transcript hCT1965534.1",1.28307947298244e-19
"Celera Transcript hCT2346080",1.28425888024725e-19
"CREB5",1.29698540556806e-19
"FXYD1",1.30478265339657e-19
"INSR",1.31051138366107e-19
"HCN3",1.31704826148241e-19
"Celera Transcript hCT2359288,Celera Transcript hCT2341041,Celera Transcript hCT2315612",1.3218063395418e-19
"FUOM",1.32766402466925e-19
"TUBGCP6",1.33074785227483e-19
"Celera Transcript hCT1831767.2",1.34491212512978e-19
"Celera Transcript hCT2342844",1.34697411438112e-19
"ALX1",1.37100381723376e-19
"ATP8B2",1.3751675387285e-19
"Celera Transcript hCT1822833.2",1.38247979809511e-19
"Celera Transcript hCT2347181",1.38290505735764e-19
"ANTXR1",1.38332844688721e-19
"AQP9",1.39084188842326e-19
"HVCN1",1.40392313533403e-19
"Celera Transcript hCT2348463,Celera Transcript hCT1960738.2",1.40981307496711e-19
"CTH",1.41263381773939e-19
"Celera Transcript hCT1970572",1.42121839544871e-19
"KCNH2",1.42311719539897e-19
"Celera Transcript hCT2346973",1.42538918320758e-19
"Celera Transcript hCT2345249",1.4425400428892e-19
"SECTM1",1.44979306532029e-19
"MMP3",1.45458659816097e-19
"BROX",1.45945382674349e-19
"CTNS",1.46006790494938e-19
"GPR19",1.48515908879198e-19
"PACSIN3",1.48515908879198e-19
"OXCT2",1.49280795071497e-19
"CA14",1.53790987827749e-19
"SIAE",1.5403790294434e-19
"CBLN1",1.55756372524621e-19
"C4BPB",1.55780884557861e-19
"Celera Transcript hCT32694.3",1.56234721597174e-19
"SDR16C5",1.58302500668175e-19
"WFDC12",1.58649043058998e-19
"ARMCX1",1.58757628984431e-19
"--obsolete",1.61036127471359e-19
"ARHGAP44",1.62132182564792e-19
"IL6",1.62240552953454e-19
"PTPRH",1.6347734643644e-19
"KIAA1524",1.63796967479943e-19
"Celera Transcript hCT26021.3",1.66008687145485e-19
"TTC30A",1.66652396164263e-19
"Celera Transcript hCT2340450,Celera Transcript hCT2340451,Celera Transcript hCT2340452,Celera Transcript hCT2354392",1.66771868553125e-19
"IGSF9",1.67422717632108e-19
"PGGT1B",1.68573658087506e-19
"CPA3",1.69631327647263e-19
"PPM1K",1.6992228626075e-19
"ZNF786",1.70559574464611e-19
"Celera Transcript hCT2330790.1,Celera Transcript hCT2330789.1,Celera Transcript hCT2288987",1.71053597942876e-19
"STMN3",1.7113397249195e-19
"APOLD1",1.72721152835935e-19
"Celera Transcript hCT2278918.1,Celera Transcript hCT1836209.1",1.73195627369388e-19
"RRN3",1.73624443991873e-19
"Celera Transcript hCT2274455",1.74670800927853e-19
"UTS2B",1.75133478595976e-19
"Celera Transcript hCT2343144",1.75423384764825e-19
"COL7A1",1.76914055952414e-19
"106536",1.78455305625587e-19
"MPP6",1.78664501231556e-19
"ZNF649",1.79977097309387e-19
"RAP1GAP",1.81113740797991e-19
"MAGEB3",1.88826699826992e-19
"GFRA4",1.90052929249934e-19
"Celera Transcript hCT2281467,Celera Transcript hCT2281464",1.9013106267007e-19
"113574",1.91701109353807e-19
"SLC7A4",1.92552476971293e-19
"Celera Transcript hCT2353094",1.93123471470529e-19
"Celera Transcript hCT2343023",1.94184674132443e-19
"TNFRSF10C",1.97127041727457e-19
"EGR1",1.98420641826045e-19
"BRAF",2.00452365378463e-19
"TIE1",2.01219672357112e-19
"Celera Transcript hCT1816415.1",1.83958865198657e-19
"TFF1",2.02943150025063e-19
"ZNF655",2.06199180384853e-19
"GOLIM4",2.07412091816003e-19
"SPDEF",2.08011661608287e-19
"ADGRL2",2.10133343647385e-19
"Celera Transcript hCT12251.4",2.10182355362835e-19
"Celera Transcript hCT1780139.2",2.10874266287972e-19
"Celera Transcript hCT1818703.1",2.10874266287972e-19
"FGGY",2.133968298393e-19
"SPATA21",2.13836868300392e-19
"Celera Transcript hCT1825787.2",2.16810697843377e-19
"Celera Transcript hCT2331487",2.16974397043228e-19
"TLE4",2.19118744694705e-19
"Celera Transcript hCT2342656",2.19757814296062e-19
"179996",2.1988731666539e-19
"ZNF512B",2.19893407489302e-19
"SNAP29",2.20142827652189e-19
"TTC17",2.20165027497666e-19
"LIN7B",2.21296007947956e-19
"HNRNPA3",2.23370798908019e-19
"BNIP3",2.30316593984276e-19
"Celera Transcript hCT1775375.1",2.32991300647974e-19
"AKAP7",2.34614470764694e-19
"Celera Transcript hCT2284407",2.38656048443869e-19
"Celera Transcript hCT2269602",2.40411841307404e-19
"Celera Transcript hCT2252897.1",2.41797801595991e-19
"C1orf116",2.47139788217668e-19
"ROBO1",2.48474040949851e-19
"SNX24",2.52548351796162e-19
"CAMSAP2",2.53478791786783e-19
"146761",2.56118099033908e-19
"PIWIL2",2.58786726044052e-19
"AGXT",2.60753494717831e-19
"221960",2.62577835226833e-19
"MTPN",2.64249338222565e-19
"Celera Transcript hCT2253746,Celera Transcript hCT2253747,Celera Transcript hCT19427.3,Celera Transcript hCT2253743",2.66012091799104e-19
"PLK3",2.67892183174589e-19
"PTN",2.67988518588525e-19
"Celera Transcript hCT2285175",2.71205685148288e-19
"CMBL",2.78782013579485e-19
"NCOA2",2.81320308511024e-19
"FRMD3",2.82558424749642e-19
"SMC5",2.85544698372318e-19
"Celera Transcript hCT11466.3,Celera Transcript hCT2351978,Celera Transcript hCT2315271.1",2.86631683088529e-19
"TCTEX1D2",2.95599268438232e-19
"Celera Transcript hCT2345949",2.97706311319687e-19
"Celera Transcript hCT1820855.3",2.9836531033625e-19
"PTPRC",2.99473198188688e-19
"Celera Transcript hCT2335499.1",3.08123119378828e-19
"HMGCS1",3.11123143598001e-19
"Celera Transcript hCT2347578",3.1283161652644e-19
"SPACA9",2.90495372492073e-19
"LAX1",3.19311170916055e-19
"MT1F",3.21180649582395e-19
"SOX18",3.27304924935663e-19
"PER3",3.28474619872669e-19
"Celera Transcript hCT2264443",3.30880207607194e-19
"Celera Transcript hCT1956239.2,Celera Transcript hCT1829178.3,Celera Transcript hCT2344904",3.31599323822652e-19
"Celera Transcript hCT1659835.3",3.31599915583421e-19
"TCEA3",3.3195676216642e-19
"Celera Transcript hCT1825629.3",3.32623628104393e-19
"AQP1",3.32623628104393e-19
"UTRN",3.37408960792557e-19
"Celera Transcript hCT1959509",3.15213215716645e-19
"ADGRG6",3.40542277426574e-19
"VPS53",3.41058080472757e-19
"PIP5K1A",3.47029089299774e-19
"IL10",3.4728079954822e-19
"ZNF692",3.47543705958489e-19
"PIGZ",3.48489761038467e-19
"NETO2",3.53972423823246e-19
"CAMKK1",3.54057164428496e-19
"Celera Transcript hCT11086.4",3.54763952574913e-19
"RNLS",3.55210476137399e-19
"Celera Transcript hCT2343141",3.60398642061615e-19
"--obsolete",3.6132718581368e-19
"Celera Transcript hCT2346544",3.6432513084371e-19
"QPCTL",3.65427506476403e-19
"KLK6",3.6546186669548e-19
"--obsolete",3.67925797018094e-19
"AKAP10",3.68465533076322e-19
"STYK1",3.68838247504262e-19
"OR2J2",3.6937916922102e-19
"TRIM31",3.69771571970123e-19
"IGLV6-57",3.70116465959079e-19
"TRIM14",3.72830182293408e-19
"CYP4F3",3.7623082845911e-19
"Celera Transcript hCT2340284,Celera Transcript hCT1814202.3",3.76364381883053e-19
"TRUB1",3.7786667286001e-19
"GRHL3",3.82260762971136e-19
"Celera Transcript hCT2292311.1",3.85137147238398e-19
"CACNA1E",3.87057259809412e-19
"PLCG2",3.87462169325778e-19
"CLYBL",3.89558497785971e-19
"BRCA2",3.905850701068e-19
"EPM2AIP1",3.91682669176988e-19
"PCGF2",3.92279184687706e-19
"PARK2",3.93806288864072e-19
"FAM149A",3.93955163750156e-19
"PCSK6",3.94113527720513e-19
"Celera Transcript hCT23935.2",3.95438345476014e-19
"OAS1",4.00437419338423e-19
"RUNX1T1",4.10250017183897e-19
"SHROOM2",4.10583109007645e-19
"Celera Transcript hCT2325877.1",4.13311468025362e-19
"ZDHHC2",4.13863213146708e-19
"--obsolete",4.22422079297682e-19
"ALOX5",4.31280389205642e-19
"KCNMB4",4.33802896690457e-19
"PANK3",4.37962808165531e-19
"Celera Transcript hCT1824840.1,Celera Transcript hCT1954314,Celera Transcript hCT1954313,Celera Transcript hCT1954312",4.50389824552847e-19
"AK025002",4.53188108480766e-19
"Celera Transcript hCT2278913",4.59590908620777e-19
"Celera Transcript hCT1648436.3",4.60263005624682e-19
"LY86",4.62867687752219e-19
"QPCT",4.6356738621539e-19
"STON1",4.65859273580623e-19
"Celera Transcript hCT13733.3",4.71043782277397e-19
"ZNF789",4.7172120936856e-19
"Celera Transcript hCT1644004.2",4.72740054573263e-19
"TUBA8",4.7999153758514e-19
"SEMA7A",4.82876483081749e-19
"Celera Transcript hCT2340537,Celera Transcript hCT2340538,Celera Transcript hCT2340539,Celera Transcript hCT16692.3",4.85580855852871e-19
"HKDC1",4.86273487440665e-19
"STOX1",4.87631414863244e-19
"BGN",4.91325019731384e-19
"Celera Transcript hCT12416.3",4.93286310857392e-19
"CD7",4.96005446997697e-19
"Celera hCG38149.3",4.97073084451755e-19
"MICALCL",4.97613407347185e-19
"Celera Transcript hCT2331991.1",5.04387563115131e-19
"CACNB3",5.09412074872191e-19
"Celera Transcript hCT1647618.3",5.13252945489739e-19
"NCS1",5.13333375923698e-19
"PPP1R3C",5.18053055228995e-19
"TGM2",5.28338025532081e-19
"ATP8B1",5.36665153484981e-19
"CLEC7A",5.37985825725397e-19
"ZNF773",5.42685787379065e-19
"Celera Transcript hCT2347136",5.43875043078866e-19
"IQGAP3",5.46539762553248e-19
"Celera Transcript hCT2320263",5.489656663655e-19
"TTL",5.49415531763039e-19
"TNFAIP6",5.53618019857054e-19
"Celera Transcript hCT1813814.2",5.54752663013635e-19
"Celera Transcript hCT9086.2",5.55095595771988e-19
"MT1E",5.66409908721505e-19
"PGM5",5.75427672775294e-19
"CELSR2",5.76176070756776e-19
"--obsolete",5.85245882043088e-19
"SYNE3",5.88339141576716e-19
"FAM49A",5.92077425986906e-19
"ZNF234",5.93154486769883e-19
"Celera Transcript hCT1644305.3",6.07278591181761e-19
"Celera Transcript hCT2261863,Celera Transcript hCT1652322.2",6.23105923602365e-19
"Celera Transcript hCT1643157.3,Celera Transcript hCT2308751",6.3639883098377e-19
"Celera Transcript hCT2343287",6.44121617874978e-19
"Celera Transcript hCT2351809",6.54921664280056e-19
"Celera Transcript hCT2340989",6.62393057249795e-19
"RUNX3",6.68316853935316e-19
"ATP6V0A1",6.72392461950979e-19
"SYT9",6.73654737276293e-19
"Celera Transcript hCT2343489,Celera Transcript hCT2345841",6.73883656572445e-19
"Celera Transcript hCT2346776",6.79972439052116e-19
"Celera Transcript hCT19484.4",6.83004487190834e-19
"Celera Transcript hCT2343327",6.83017596648039e-19
"COL13A1",6.83120130681236e-19
"Celera Transcript hCT2343265",6.83120130681236e-19
"CLDN15",6.85790858931556e-19
"179656",6.86327575306267e-19
"SORBS2",7.08147596117755e-19
"Celera Transcript hCT14781.2",7.13903402893546e-19
"INTS2",7.15080828920512e-19
"Celera Transcript hCT2279769",7.17985975926112e-19
"CSF1",7.18834911833395e-19
"OR6A2",7.22487504281067e-19
"ULBP3",7.33351850643548e-19
"Celera Transcript hCT1959520.1",7.33565142735585e-19
"DOCK10",7.37849765126752e-19
"FAXDC2",7.38074237313631e-19
"--obsolete",7.38186723778907e-19
"SREBF2",7.39764795340219e-19
"CCL24",7.59162618327001e-19
"TMOD1",7.60547238199706e-19
"DUOXA1",7.00433566620609e-19
"SPIRE2",7.02048039268329e-19
"POLQ",7.63913418850404e-19
"PTGER1",7.68522501781632e-19
"NEMP1",7.70396336242443e-19
"NBPF22P",7.73026748465191e-19
"Celera Transcript hCT2346062",7.79514633484056e-19
"Celera Transcript hCT2286691.1",7.81579462121002e-19
"NTF4",7.82490067458907e-19
"120747",7.97089121707241e-19
"ERAP1",7.98393109515906e-19
"EPPIN",7.99644431110758e-19
"FMOD",8.02640846419309e-19
"Celera Transcript hCT1686560.2",8.06088939357341e-19
"Celera Transcript hCT2343150",8.12431710981584e-19
"Celera Transcript hCT2340366,Celera Transcript hCT2340365",8.19417920200495e-19
"ZNF83",8.20268177231938e-19
"RNF144A",8.20893844689146e-19
"SEPT1",8.26977937883411e-19
"NAT14",8.29861583052493e-19
"AKR1C4",7.83694449403144e-19
"CDA",8.37618676006409e-19
"SENP8",8.40366067428753e-19
"Celera Transcript hCT2342855",8.42917897426157e-19
"Celera Transcript hCT2294594",8.47352560129928e-19
"206565",8.48859547416187e-19
"GPR171",8.55586360904168e-19
"PCCA",8.58355347663752e-19
"MAPK8",8.66681669837057e-19
"Celera Transcript hCT1833736.2",8.74730317523318e-19
"TTC39B",8.81340842887995e-19
"PPARGC1B",8.95206661011505e-19
"GJB2",9.11607522014655e-19
"EPDR1",9.18029121819075e-19
"PGM2L1",9.22174432558969e-19
"NXN",9.25173783708558e-19
"PAN3",9.34442445894888e-19
"Celera Transcript hCT2287950",9.3982155630331e-19
"IL33",9.52841751040152e-19
"DQX1",9.64541681572669e-19
"EVI5",9.65322768849512e-19
"Celera Transcript hCT1971417.1",9.7732360445447e-19
"PVRIG",9.78836474165019e-19
"MYH10",9.85157519233956e-19
"TRIM6-TRIM34",9.89366278509643e-19
"Celera Transcript hCT1970579.1",9.94019853438782e-19
"GPRIN2",1.01088872683051e-18
"--obsolete",1.01244151586358e-18
"Celera Transcript hCT2340487",1.01932363164508e-18
"CLCN6",1.02093071498095e-18
"P2RX5",1.03498676905756e-18
"Celera Transcript hCT32574.3,Celera Transcript hCT2300786",1.05963263840475e-18
"FZD7",1.0610766872659e-18
"CAPN13",1.0689109899789e-18
"Celera Transcript hCT10393.3",1.06958100575218e-18
"IDO1",1.07972508692876e-18
"Celera Transcript hCT2267149",1.08753704780657e-18
"Celera Transcript hCT2352623,Celera Transcript hCT2349480,Celera Transcript hCT2349481,Celera Transcript hCT2352622,Celera Transcript hCT2349482",1.02288249331944e-18
"CALD1",1.08949185156465e-18
"ITGAX",1.09323292387293e-18
"Celera Transcript hCT2343264",1.10041923292786e-18
"BAIAP2L2",1.10796782225159e-18
"Celera Transcript hCT1656345.3",1.11432513268064e-18
"FCHO1",1.12315141471753e-18
"CES2",1.12750457976164e-18
"Celera Transcript hCT2306466.1,Celera Transcript hCT2306465.1,Celera Transcript hCT2306467.1",1.14087429866407e-18
"217451",1.14420583875159e-18
"KIT",1.15836030916724e-18
"Celera Transcript hCT2358791,Celera Transcript hCT1645260.3",1.160672007898e-18
"EMILIN3",1.16120674390668e-18
"CYBRD1",1.16337151473017e-18
"DNAJB8",1.17365123309164e-18
"Celera Transcript hCT2263556",1.18079059293653e-18
"SSH2",1.20293308531847e-18
"CDKN1C",1.21587126506162e-18
"Celera Transcript hCT2307160",1.22414555968219e-18
"XRCC2",1.23274020242193e-18
"SEMA3A",1.2635819257163e-18
"MELTF",1.2696341687414e-18
"CWF19L2",1.27081349778386e-18
"DPCR1",1.27215608214362e-18
"Celera Transcript hCT2314147",1.29153057576441e-18
"Celera Transcript hCT2347375",1.21904505043088e-18
"Celera Transcript hCT2350460,Celera Transcript hCT2350458,Celera Transcript hCT2347299.1,Celera Transcript hCT2350457,Celera Transcript hCT2350459",1.30076559676692e-18
"Celera Transcript hCT2343759",1.30921764892925e-18
"S100B",1.30972473675678e-18
"Celera Transcript hCT1954123.1",1.31182460600825e-18
"ACVRL1",1.3183572804154e-18
"ZFP41",1.32801477006578e-18
"SERPINB5",1.34026694773775e-18
"Celera Transcript hCT8291.3",1.34140105347826e-18
"TBC1D26",1.34722344757332e-18
"Celera Transcript hCT2284877",1.35403539010608e-18
"FAP",1.35738334232383e-18
"Celera Transcript hCT2351138,Celera Transcript hCT2299853.1,Celera Transcript hCT1965031.2",1.37999729485341e-18
"Celera Transcript hCT2277213",1.38447301685864e-18
"ZNF264",1.39500350031258e-18
"Celera hCG2043419",1.39571412267221e-18
"KLF4",1.39697955464044e-18
"F10",1.40532203057153e-18
"Celera hCG1776048.3",1.41401799310749e-18
"WBSCR17",1.41486316867754e-18
